,Age,Gender,Race,Offenses Severity,Arrest Time of Day,Arrest Hour,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature Range,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
13139,36.0,M,B,Misdemeanor,Early Morning (12-3am),1,Saturday,05,May,2018,60s,68.85,Clear,"20 Block Marne WY Pittsburgh, PA 15211",40.42381048,-80.01255449,Mount Washington,3
13140,28.0,M,B,Felony,Early Morning (12-3am),1,Saturday,05,May,2018,60s,68.85,Clear,"S 12th ST & Fieger ST Pittsburgh, PA 15203",40.43069964,-79.98647156,South Side Flats,3
13141,35.0,M,B,Felony,Early Morning (12-3am),1,Saturday,05,May,2018,60s,68.85,Clear,"3500 Block Beechwood BL Pittsburgh, PA 15217",40.42281362,-79.92733494,Greenfield,4
13142,73.0,M,B,Misdemeanor,Early Morning (12-3am),2,Saturday,05,May,2018,60s,68.85,Clear,"2400 Block Sarah ST Pittsburgh, PA 15203",40.42722254,-79.97140725,South Side Flats,3
13143,23.0,F,B,Misdemeanor,Morning (4-8am),5,Saturday,05,May,2018,60s,68.85,Clear,"100 Block Rhine PL Pittsburgh, PA 15212",40.4667862,-79.99409859,Spring Hill-City View,1
13144,18.0,M,B,Misdemeanor,Morning (4-8am),5,Saturday,05,May,2018,60s,68.85,Clear,"100 Block Rhine PL Pittsburgh, PA 15212",40.4667862,-79.99409859,Spring Hill-City View,1
13145,24.0,M,B,Misdemeanor,Morning (4-8am),5,Saturday,05,May,2018,60s,68.85,Clear,"200 Block Dawn AV Pittsburgh, PA 15216",40.41344545,-80.01088064,Beechview,6
13146,22.0,M,B,Misdemeanor,Morning (4-8am),7,Saturday,05,May,2018,60s,68.85,Clear,"2900 Block Shadeland AV Pittsburgh, PA 15212",40.47069496,-80.03040156,Marshall-Shadeland,1
13147,23.0,M,B,Misdemeanor,Morning (4-8am),8,Saturday,05,May,2018,60s,68.85,Clear,"3400 Block W Prospect AV Pittsburgh, PA 15205",40.44682072,-80.08042787,Fairywood,6
13148,23.0,M,W,Misdemeanor,Late Morning (9am-12pm),10,Saturday,05,May,2018,60s,68.85,Clear,"Eymard ST & Frankstown AV Pittsburgh, PA 15221",40.46042666,-79.87314043,East Hills,5
13149,56.0,M,B,Felony,Early Afternoon (1-4pm),13,Saturday,05,May,2018,60s,68.85,Clear,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
13150,38.0,F,W,Misdemeanor,Early Afternoon (1-4pm),14,Saturday,05,May,2018,60s,68.85,Clear,"5500 Block Baywood ST Pittsburgh, PA 15206",40.47137979,-79.92892373,East Liberty,5
13151,27.0,M,W,Misdemeanor,Early Afternoon (1-4pm),14,Saturday,05,May,2018,60s,68.85,Clear,"5500 Block Baywood ST Pittsburgh, PA 15206",40.47137979,-79.92892373,East Liberty,5
13152,29.0,F,B,Misdemeanor,Early Afternoon (1-4pm),15,Saturday,05,May,2018,60s,68.85,Clear,"900 Block Penn AV Pittsburgh, PA 15222",40.4436107,-79.99804356,Central Business District,2
13153,55.0,M,B,Felony,Early Afternoon (1-4pm),14,Saturday,05,May,2018,60s,68.85,Clear,"7000 Block Apple AV Pittsburgh, PA 15206",40.46451205,-79.89973996,Homewood North,5
13154,24.0,M,W,Felony,Evening (9-12am),21,Sunday,06,May,2018,50s,57.96,Overcast,"100 Block 45th ST Pittsburgh, PA 15201",40.47401783,-79.96201585,Central Lawrenceville,2
13155,20.0,M,B,Felony,Early Afternoon (1-4pm),13,Sunday,06,May,2018,50s,57.96,Overcast,"1100 Block Sheffield ST Pittsburgh, PA 15233",40.45420401,-80.02126185,Manchester,1
13156,36.0,F,W,Misdemeanor,Early Afternoon (1-4pm),13,Sunday,06,May,2018,50s,57.96,Overcast,"5200 Block Broad ST Pittsburgh, PA 15224",40.4659434,-79.93960784,Garfield,5
13157,19.0,F,B,Misdemeanor,Early Evening (5-8pm),20,Sunday,06,May,2018,50s,57.96,Overcast,"100 Block Rhine PL Pittsburgh, PA 15212",40.4667862,-79.99409859,Spring Hill-City View,1
13158,30.0,M,W,Misdemeanor,Early Morning (12-3am),1,Sunday,06,May,2018,50s,57.96,Overcast,"3800 Block Howley ST Pittsburgh, PA 15201",40.46281868,-79.96085561,Lower Lawrenceville,2
13159,24.0,M,W,Misdemeanor,Early Morning (12-3am),1,Sunday,06,May,2018,50s,57.96,Overcast,"200 Block Atwood ST Pittsburgh, PA 15213",40.44042041,-79.95688887,Central Oakland,4
13160,21.0,M,W,Misdemeanor,Morning (4-8am),5,Sunday,06,May,2018,50s,57.96,Overcast,"1400 Block Virginia AV Pittsburgh, PA 15211",40.43294314,-80.02185242,Duquesne Heights,3
13161,48.0,M,B,Felony,Morning (4-8am),6,Sunday,06,May,2018,50s,57.96,Overcast,"5th AV & Wyandotte ST Pittsburgh, PA 15219",40.43822896,-79.97754462,Bluff,2
13162,18.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Monday,07,May,2018,60s,67.36,Overcast,"500 Block CRANE AV PITTSBURGH, PA 15216",40.41698861,-80.01823348,Beechview,6
13163,26.0,F,B,Misdemeanor,Late Morning (9am-12pm),9,Monday,07,May,2018,60s,67.36,Overcast,"Centre AV & S Highland AV Pittsburgh, PA 15232",40.45995389,-79.92504327,Shadyside,4
13164,17.0,F,B,Misdemeanor,Morning (4-8am),8,Monday,07,May,2018,60s,67.36,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Spring Hill-City View,1
13165,17.0,F,B,Misdemeanor,Morning (4-8am),8,Monday,07,May,2018,60s,67.36,Overcast,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",40.48755132,-80.01602089,Spring Hill-City View,1
13166,20.0,F,B,Misdemeanor,Early Evening (5-8pm),17,Monday,07,May,2018,60s,67.36,Overcast,"400 Block Wood ST Pittsburgh, PA 15222",40.43937546,-80.00122331,Central Business District,2
13167,35.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Monday,07,May,2018,60s,67.36,Overcast,"S 28th ST & E Carson ST Pittsburgh, PA 15203",40.42623887,-79.96574079999999,South Side Flats,3
13168,21.0,M,W,Felony,Early Evening (5-8pm),20,Monday,07,May,2018,60s,67.36,Overcast,"5400 Block Walnut ST Pittsburgh, PA 15232",40.45058849,-79.93546217,Homewood North,4
13169,21.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Monday,07,May,2018,60s,67.36,Overcast,"300 Block Orchard PL Pittsburgh, PA 15210",40.41788931,-79.99342488,Knoxville,3
13170,46.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Monday,07,May,2018,60s,67.36,Overcast,"7500 Block Felicia WY Pittsburgh, PA 15208",40.45587116,-79.89204369,Homewood South,5
13171,47.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Monday,07,May,2018,60s,67.36,Overcast,"5500 Block Stanton AV Pittsburgh, PA 15206",40.47225189,-79.9283382,East Liberty,5
13172,27.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Monday,07,May,2018,60s,67.36,Overcast,"1100 Block Mary Ann ST Pittsburgh, PA 15203",40.42609584,-79.98738241,South Side Flats,3
13173,24.0,M,B,Misdemeanor,Evening (9-12am),21,Monday,07,May,2018,60s,67.36,Overcast,"Art Rooney AV & General Robinson ST Pittsburgh, PA 15212",40.44659132,-80.01397546,North Shore,1
13174,31.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Monday,07,May,2018,60s,67.36,Overcast,"Oakwood ST & Nimick PL Pittsburgh, PA 15221",40.44991309,-79.88428319,Homewood South,5
13175,60.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Monday,07,May,2018,60s,67.36,Overcast,"7300 Block Forest WY Pittsburgh, PA 15208",40.45725929,-79.89393533,Homewood North,5
13176,23.0,F,B,Misdemeanor,Evening (9-12am),22,Monday,07,May,2018,60s,67.36,Overcast,"1700 Block Belleau DR Pittsburgh, PA 15212",40.46030258,-80.00698007,Fineview,1
13177,58.0,M,W,Misdemeanor,Evening (9-12am),23,Monday,07,May,2018,60s,67.36,Overcast,"400 Block Olivet AV Pittsburgh, PA 15210",40.38601114,-79.98916603,Carrick,3
13178,44.0,M,B,Felony,Early Morning (12-3am),3,Monday,07,May,2018,60s,67.36,Overcast,"Brushton AV & Frankstown AV Pittsburgh, PA 15221",40.45552646,-79.88809309999999,Homewood South,5
13179,40.0,M,W,Misdemeanor,Late Morning (9am-12pm),9,Monday,07,May,2018,60s,67.36,Overcast,"700 Block 5th AV Pittsburgh, PA 15219",40.43876449,-79.9933525,Bluff,2
13180,36.0,M,W,Misdemeanor,Late Morning (9am-12pm),12,Monday,07,May,2018,60s,67.36,Overcast,"7300 Block Kelly ST Pittsburgh, PA 15208",40.45480657,-79.89482616,Homewood South,5
13181,40.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Monday,07,May,2018,60s,67.36,Overcast,"7500 Block Bennett ST Pittsburgh, PA 15208",40.45527585,-79.89220413,Homewood South,5
13182,18.0,M,W,Felony,Early Afternoon (1-4pm),16,Monday,07,May,2018,60s,67.36,Overcast,"20 Block Alpine AV Pittsburgh, PA 15212",40.45870845,-80.00861839,Central North Side,1
13183,66.0,M,W,Felony,Late Morning (9am-12pm),12,Monday,07,May,2018,60s,67.36,Overcast,"600 Block Greenfield AV Pittsburgh, PA 15217",40.4261384,-79.93974531,Greenfield,4
13184,35.0,M,W,Misdemeanor,Early Evening (5-8pm),19,Tuesday,08,May,2018,70s,73.68,Clear,"Cedar AV & Virgin WY Pittsburgh, PA 15212",40.45298477,-80.00158945,Allegheny Center,1
13185,25.0,F,W,Misdemeanor,Early Evening (5-8pm),20,Tuesday,08,May,2018,70s,73.68,Clear,"20 Block Cowan ST Pittsburgh, PA 15211",40.42744285,-80.00908105,Mount Washington,3
13186,27.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,08,May,2018,70s,73.68,Clear,"900 Block Woodlow ST Pittsburgh, PA 15205",40.44589982,-80.05220414,Crafton Heights,6
13187,28.0,M,B,Felony,Late Morning (9am-12pm),11,Tuesday,08,May,2018,70s,73.68,Clear,"4600 Block Centre AV Pittsburgh, PA 15213",40.45194542,-79.95200973,North Oakland,4
13188,32.0,F,A,Misdemeanor,Early Evening (5-8pm),18,Tuesday,08,May,2018,70s,73.68,Clear,"5500 Block Centre AV Pittsburgh, PA 15232",40.45663345,-79.93643514,Friendship,5
13189,18.0,F,W,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,08,May,2018,70s,73.68,Clear,"1500 Block Fallowfield AV Pittsburgh, PA 15216",40.41285782,-80.02417657,Beechview,6
13190,17.0,F,B,Misdemeanor,Late Morning (9am-12pm),12,Tuesday,08,May,2018,70s,73.68,Clear,"South Side AV & Luella ST Pittsburgh, PA 15212",40.47000041,-79.99773796,Spring Hill-City View,1
13191,18.0,F,B,Misdemeanor,Late Morning (9am-12pm),12,Tuesday,08,May,2018,70s,73.68,Clear,"South Side AV & Luella ST Pittsburgh, PA 15212",40.47000041,-79.99773796,Spring Hill-City View,1
13192,52.0,F,B,Misdemeanor,Early Morning (12-3am),1,Tuesday,08,May,2018,70s,73.68,Clear,"Jumonville ST & Forbes AV Pittsburgh, PA 15219",40.43733911,-79.97773265,Bluff,2
13193,52.0,M,O,Misdemeanor,Early Morning (12-3am),1,Tuesday,08,May,2018,70s,73.68,Clear,"1500 Block N Lang AV Pittsburgh, PA 15208",40.46271371,-79.89750271,Homewood North,5
13194,24.0,M,B,Misdemeanor,Early Morning (12-3am),2,Tuesday,08,May,2018,70s,73.68,Clear,"West End CIR Pittsburgh, PA 15220",0.0,0.0,Elliott,6
13195,35.0,M,W,Felony,Early Evening (5-8pm),17,Tuesday,08,May,2018,70s,73.68,Clear,"3700 Block Forbes AV Pittsburgh, PA 15213",40.44102425,-79.95736834,Central Oakland,4
13196,27.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,08,May,2018,70s,73.68,Clear,"400 Block Avery ST Pittsburgh, PA 15212",40.45280701,-80.00131232,East Allegheny,1
13197,37.0,M,W,Misdemeanor,Early Afternoon (1-4pm),16,Tuesday,08,May,2018,70s,73.68,Clear,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
13198,50.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Tuesday,08,May,2018,70s,73.68,Clear,"Tecumseh ST & 2nd AV Pittsburgh, PA 15207",40.40857085,-79.94367997,Hazelwood,4
13199,21.0,M,B,Misdemeanor,Early Evening (5-8pm),18,Tuesday,08,May,2018,70s,73.68,Clear,"10 Block Virginia AV Pittsburgh, PA 15211",40.42932019,-80.00719191,Mount Washington,3
13200,28.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,08,May,2018,70s,73.68,Clear,"S 18th ST & Crosman ST Pittsburgh, PA 15203",40.42172808,-79.97926519,South Side Slopes,3
13201,30.0,M,W,Misdemeanor,Evening (9-12am),23,Tuesday,08,May,2018,70s,73.68,Clear,"1200 Block Dickson ST Pittsburgh, PA 15212",40.47025566,-80.02806931,Marshall-Shadeland,1
13202,26.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Tuesday,08,May,2018,70s,73.68,Clear,"2200 Block East Hills DR Pittsburgh, PA 15221",40.45388109,-79.87302988,East Hills,5
13203,31.0,M,B,Misdemeanor,Early Evening (5-8pm),20,Tuesday,08,May,2018,70s,73.68,Clear,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45732934,-79.89625374,Homewood South,5
13204,23.0,F,B,Misdemeanor,Early Evening (5-8pm),20,Tuesday,08,May,2018,70s,73.68,Clear,"7200 Block Frankstown AV Pittsburgh, PA 15208",40.45732934,-79.89625374,Homewood South,5
13205,57.0,M,B,Misdemeanor,Evening (9-12am),21,Tuesday,08,May,2018,70s,73.68,Clear,"1600 Block Colwell ST Pittsburgh, PA 15219",40.43901006,-79.98375202,Crawford-Roberts,2
13206,29.0,F,W,Misdemeanor,Evening (9-12am),21,Tuesday,08,May,2018,70s,73.68,Clear,"1600 Block Colwell ST Pittsburgh, PA 15219",40.43901006,-79.98375202,Crawford-Roberts,2
13207,24.0,F,B,Felony,Evening (9-12am),22,Tuesday,08,May,2018,70s,73.68,Clear,"90 Block Pius ST Pittsburgh, PA 15203",40.42436918,-79.98155637,South Side Slopes,3
13208,19.0,M,B,Misdemeanor,Evening (9-12am),22,Tuesday,08,May,2018,70s,73.68,Clear,"2000 Block Brownsville RD Pittsburgh, PA 15210",40.39495799,-79.98686442,Carrick,3
13209,25.0,F,B,Misdemeanor,Early Morning (12-3am),3,Wednesday,09,May,2018,70s,78.04,Clear,"300 Block Copperfield AV Pittsburgh, PA 15210",40.39512115,-79.99133676,Carrick,3
13210,38.0,M,W,Misdemeanor,Early Morning (12-3am),3,Wednesday,09,May,2018,70s,78.04,Clear,"600 Block Becks Run RD Pittsburgh, PA 15210",40.40923417,-79.96399031,Arlington,3
13211,43.0,M,B,Misdemeanor,Morning (4-8am),6,Wednesday,09,May,2018,70s,78.04,Clear,"31st ST & Liberty AV Pittsburgh, PA 15201",40.45922264,-79.9706862,Strip District,2
13212,31.0,F,B,Felony,Early Afternoon (1-4pm),16,Wednesday,09,May,2018,70s,78.04,Clear,"300 Block 5th AV Pittsburgh, PA 15219",40.44067062,-80.00037008,Central Business District,2
13213,36.0,M,U,Felony,Early Afternoon (1-4pm),13,Wednesday,09,May,2018,70s,78.04,Clear,"200 Block 6th AV Pittsburgh, PA 15222",40.44227613,-80.00021539,Central Business District,2
13214,32.0,F,B,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,09,May,2018,70s,78.04,Clear,"100 Block Trent ST Pittsburgh, PA 15219",40.44599174,-79.97935169,Middle Hill,2
13215,23.0,M,B,Felony,Morning (4-8am),8,Wednesday,09,May,2018,70s,78.04,Clear,"7100 Block Everton ST Pittsburgh, PA 15206",40.46288431,-79.89240698,Lincoln-Lemington-Belmar,5
13216,29.0,M,W,Misdemeanor,Early Afternoon (1-4pm),15,Wednesday,09,May,2018,70s,78.04,Clear,"1100 Block Spring Garden AV Pittsburgh, PA 15212",40.45999674,-79.99340774,Spring Garden,1
13217,29.0,F,B,Misdemeanor,Late Morning (9am-12pm),12,Wednesday,09,May,2018,70s,78.04,Clear,"7300 Block Idlewild ST Pittsburgh, PA 15208",40.45749625,-79.89378081,Homewood North,5
13218,48.0,M,W,Misdemeanor,Evening (9-12am),21,Wednesday,09,May,2018,70s,78.04,Clear,"3800 Block Brighton RD Pittsburgh, PA 15212",40.48455007,-80.03569278,Brighton Heights,1
13219,23.0,M,B,Felony,Morning (4-8am),8,Wednesday,09,May,2018,70s,78.04,Clear,"3100 Block W Carson ST Pittsburgh, PA 15204",40.42085019,-79.95972238,Fineview,6
13220,30.0,M,W,Misdemeanor,Early Evening (5-8pm),18,Wednesday,09,May,2018,70s,78.04,Clear,"700 Block Woods Run AV Pittsburgh, PA 15212",40.48350238,-80.02589939,Brighton Heights,1
13221,25.0,F,W,Misdemeanor,Early Morning (12-3am),1,Wednesday,09,May,2018,70s,78.04,Clear,"4000 Block Butler ST Pittsburgh, PA 15201",40.46869308,-79.96167739,Central Lawrenceville,2
13222,44.0,M,B,Misdemeanor,Early Morning (12-3am),2,Wednesday,09,May,2018,70s,78.04,Clear,"700 Block Casino DR Pittsburgh, PA 15212",40.44686778,-80.02075781,North Shore,1
13223,42.0,M,B,Misdemeanor,Early Morning (12-3am),3,Wednesday,09,May,2018,70s,78.04,Clear,"2900 Block N Charles ST Pittsburgh, PA 15214",40.47045985,-80.01113783,Perry South,1
13224,35.0,M,B,Misdemeanor,Early Morning (12-3am),3,Wednesday,09,May,2018,70s,78.04,Clear,"2900 Block N Charles ST Pittsburgh, PA 15214",40.47045985,-80.01113783,Perry South,1
13225,54.0,M,B,Misdemeanor,Late Morning (9am-12pm),9,Wednesday,09,May,2018,70s,78.04,Clear,"700 Block Brushton AV Pittsburgh, PA 15221",40.45367526,-79.88874138,Homewood South,5
13226,45.0,F,B,Misdemeanor,Late Morning (9am-12pm),9,Wednesday,09,May,2018,70s,78.04,Clear,"700 Block Brushton AV Pittsburgh, PA 15221",40.45367526,-79.88874138,Homewood South,5
13227,48.0,M,B,Felony,Early Afternoon (1-4pm),16,Wednesday,09,May,2018,70s,78.04,Clear,"2000 Block Forbes AV Pittsburgh, PA 15219",40.4371984,-79.9776317,Bluff,2
13228,45.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Wednesday,09,May,2018,70s,78.04,Clear,"Smithfield ST & Oliver AV Pittsburgh, PA 15222",40.44080147,-79.99815947,Central Business District,2
13229,40.0,F,W,Misdemeanor,Early Afternoon (1-4pm),13,Wednesday,09,May,2018,70s,78.04,Clear,"600 Block Perrilyn ST Pittsburgh, PA 15226",40.39956629,-80.01737004,Brookline,6
13230,33.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Wednesday,09,May,2018,70s,78.04,Clear,"5500 Block Margaretta ST Pittsburgh, PA 15206",40.46837078,-79.93016028,Garfield,5
13231,23.0,M,B,Misdemeanor,Early Afternoon (1-4pm),14,Wednesday,09,May,2018,70s,78.04,Clear,"5500 Block Margaretta ST Pittsburgh, PA 15206",40.46837078,-79.93016028,Garfield,5
13232,29.0,F,B,Misdemeanor,Early Evening (5-8pm),18,Wednesday,09,May,2018,70s,78.04,Clear,"2200 Block Wilner DR Pittsburgh, PA 15221",40.45338758,-79.86682966,East Hills,5
13233,21.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Wednesday,09,May,2018,70s,78.04,Clear,"5th AV & Vine ST Pittsburgh, PA 15219",40.43849808,-79.984086,Bluff,2
13234,48.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Wednesday,09,May,2018,70s,78.04,Clear,"2000 Block Forbes AV Pittsburgh, PA 15219",40.4371984,-79.9776317,Bluff,2
13235,33.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,09,May,2018,70s,78.04,Clear,"2600 Block Smallman ST Pittsburgh, PA 15222",40.45580193,-79.97847225,Strip District,2
13236,38.0,F,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,09,May,2018,70s,78.04,Clear,"Suismon ST & middle ST Pittsburgh, PA 15212",40.45536416,-79.999646,East Allegheny,1
13237,38.0,F,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,09,May,2018,70s,78.04,Clear,"Middle ST & Foreland ST Pittsburgh, PA 15212",40.45456873,-79.99938941,East Allegheny,1
13238,19.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,09,May,2018,70s,78.04,Clear,"N Graham ST & Kincaid ST Pittsburgh, PA 15206",40.46612611,-79.93438391,Garfield,5
13239,18.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Wednesday,09,May,2018,70s,78.04,Clear,"N Graham ST & Kincaid ST Pittsburgh, PA 15206",40.46612611,-79.93438391,Garfield,5
13240,26.0,M,B,Misdemeanor,Early Evening (5-8pm),20,Wednesday,09,May,2018,70s,78.04,Clear,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",40.45331224,-80.00169385,Allegheny Center,1
13241,12.0,M,B,Misdemeanor,Late Morning (9am-12pm),10,Wednesday,09,May,2018,70s,78.04,Clear,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40856969,-79.97940289,Mount Oliver,3
13242,14.0,F,B,Felony,Late Morning (9am-12pm),11,Wednesday,09,May,2018,70s,78.04,Clear,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
13243,13.0,M,W,Misdemeanor,Late Morning (9am-12pm),11,Wednesday,09,May,2018,70s,78.04,Clear,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",40.40857766,-79.9794062,Mount Oliver,3
13244,36.0,F,B,Misdemeanor,Morning (4-8am),8,Wednesday,09,May,2018,70s,78.04,Clear,"2500 Block Chauncey DR Pittsburgh, PA 15219",40.4509833047534,-79.9738397090324,Bedford Dwellings,2
13245,30.0,M,B,Felony,Early Morning (12-3am),2,Thursday,10,May,2018,70s,74.07,Overcast,"3100 Block Cordell PL Pittsburgh, PA 15203",40.41766931,-79.96341784,Arlington Heights,3
13246,21.0,F,B,Misdemeanor,Morning (4-8am),8,Thursday,10,May,2018,70s,74.07,Overcast,"2400 Block Chauncey DR Pittsburgh, PA 15219",40.44992033,-79.97459725,Bedford Dwellings,2
13247,25.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Thursday,10,May,2018,70s,74.07,Overcast,"400 Block Garner CT Pittsburgh, PA 15213",40.44246529,-79.96998937,Terrace Village,2
13248,25.0,F,B,Felony,Early Afternoon (1-4pm),15,Thursday,10,May,2018,70s,74.07,Overcast,"50 Block Scout AV Pittsburgh, PA 15210",40.39408107,-79.98425312,Carrick,3
13249,57.0,F,W,Felony,Morning (4-8am),7,Thursday,10,May,2018,70s,74.07,Overcast,"700 Block Grant ST Pittsburgh, PA 15219",40.44226619,-79.99452857,Central Business District,2
13250,50.0,M,B,Misdemeanor,Early Evening (5-8pm),19,Thursday,10,May,2018,70s,74.07,Overcast,"2000 Block Frankella AV Pittsburgh, PA 15221",40.45167021,-79.87044733,East Hills,5
13251,27.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Thursday,10,May,2018,70s,74.07,Overcast,"1500 Block Chelton AV Pittsburgh, PA 15226",40.38743342,-80.01165824,Brookline,6
13252,39.0,M,B,Misdemeanor,Late Morning (9am-12pm),12,Thursday,10,May,2018,70s,74.07,Overcast,"1700 Block Belleau DR Pittsburgh, PA 15212",40.46030258,-80.00698007,Fineview,1
13253,28.0,M,U,Felony,Early Evening (5-8pm),18,Thursday,10,May,2018,70s,74.07,Overcast,"5700 Block Forbes AV Pittsburgh, PA 15217",40.43738889,-79.92521543,Squirrel Hill South,4
13254,29.0,M,B,Misdemeanor,Early Evening (5-8pm),20,Thursday,10,May,2018,70s,74.07,Overcast,"Heinz ST Pittsburgh, PA 15212",40.45509466,-79.99261382,East Allegheny,1
13255,31.0,M,B,Misdemeanor,Early Morning (12-3am),2,Thursday,10,May,2018,70s,74.07,Overcast,"Stevenson ST & 5th AV Pittsburgh, PA 15219",40.43860726,-79.98646238,Bluff,2
13256,41.0,M,W,Felony,Morning (4-8am),8,Thursday,10,May,2018,70s,74.07,Overcast,"Fort Duquesne BRDG Pittsburgh, PA 15212",0.0,0.0,Central North Side,1
13257,44.0,F,W,Misdemeanor,Early Evening (5-8pm),19,Thursday,10,May,2018,70s,74.07,Overcast,"Kelly ST & Hale ST Pittsburgh, PA 15221",40.45328925,-79.88716941,Homewood South,5
13258,30.0,M,W,Misdemeanor,Early Evening (5-8pm),20,Thursday,10,May,2018,70s,74.07,Overcast,"700 Block E Carson ST Pittsburgh, PA 15203",40.42856367,-79.99220008,South Side Flats,3
13259,55.0,M,B,Felony,Early Evening (5-8pm),19,Thursday,10,May,2018,70s,74.07,Overcast,"400 Block Wood ST Pittsburgh, PA 15222",40.43937546,-80.00122331,Central Business District,2
13260,48.0,F,B,Felony,Early Evening (5-8pm),20,Thursday,10,May,2018,70s,74.07,Overcast,"3200 Block Brighton RD Pittsburgh, PA 15212",40.47563977,-80.03076371,Marshall-Shadeland,1
13261,36.0,F,W,Misdemeanor,Evening (9-12am),21,Thursday,10,May,2018,70s,74.07,Overcast,"2nd AV & Renova ST Pittsburgh, PA 15207",40.40065175,-79.93879744,Hazelwood,4
13262,25.0,M,W,Misdemeanor,Evening (9-12am),21,Thursday,10,May,2018,70s,74.07,Overcast,"2nd AV & Renova ST Pittsburgh, PA 15207",40.40065175,-79.93879744,Hazelwood,4
13263,24.0,F,W,Misdemeanor,Evening (9-12am),21,Thursday,10,May,2018,70s,74.07,Overcast,"2nd AV & Renova ST Pittsburgh, PA 15207",40.40065175,-79.93879744,Hazelwood,4
13264,19.0,F,B,Felony,Evening (9-12am),22,Thursday,10,May,2018,70s,74.07,Overcast,"2400 Block Park Hill DR Pittsburgh, PA 15221",40.45582712,-79.87380288,East Hills,5
13265,57.0,M,W,Misdemeanor,Evening (9-12am),23,Thursday,10,May,2018,70s,74.07,Overcast,"Homehurst AV & Elwyn AV Pittsburgh, PA 15234",40.37602714,-80.00273313,Overbrook,3
13266,55.0,M,B,Felony,Evening (9-12am),23,Thursday,10,May,2018,70s,74.07,Overcast,"200 Block Atwood ST Pittsburgh, PA 15213",40.44042041,-79.95688887,Central Oakland,4
13267,23.0,M,B,Misdemeanor,Early Afternoon (1-4pm),16,Thursday,10,May,2018,70s,74.07,Overcast,"200 Block East Ohio ST Pittsburgh, PA 15212",40.45302239,-80.00366043,Allegheny Center,1
13268,50.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Thursday,10,May,2018,70s,74.07,Overcast,"East Ohio ST & Middle ST Pittsburgh, PA 15212",40.453752200000004,-79.99915909,East Allegheny,1
13269,42.0,M,B,Misdemeanor,Early Afternoon (1-4pm),15,Thursday,10,May,2018,70s,74.07,Overcast,"East Ohio ST & Middle ST Pittsburgh, PA 15212",40.453752200000004,-79.99915909,East Allegheny,1
13270,11.0,F,B,Felony,Morning (4-8am),8,Thursday,10,May,2018,70s,74.07,Overcast,"7400 Block MONTICELLO ST PITTSBURGH, PA 15208",40.45831363,-79.89101264,Homewood North,5
13271,34.0,M,B,Misdemeanor,Early Evening (5-8pm),17,Thursday,10,May,2018,70s,74.07,Overcast,"Beechwood BL & Boulevard DR Pittsburgh, PA 15217",40.4281736,-79.93414513,Greenfield,4
